UserId,Password,LotNumber,
7265,copart1,35836885,
7302,copart1,35837905,
7314,copart1,35852205,
7330,copart1,35868345,
7342,copart1,35878295,
7353,copart1,36054645,
7357,copart1,36080675,
7378,copart1,36081155,
7439,copart1,36081475,
7445,copart1,36097255,
7446,copart1,36304855,
7449,copart1,36319835,
6048,copart1,36343995,
6131,copart1,36447555,
6146,copart1,36509435,
6178,copart1,36608215,
6193,copart1,34184965,
6200,copart1,34185415,
6219,copart1,34188755,
6256,copart1,34191735,
6269,copart1,34195615,
6284,copart1,34204605,
6659,copart1,34208835,
6666,copart1,34212325,
6667,copart1,34217385,
6687,copart1,34226835,
6688,copart1,34228565,
6689,copart1,34235205,
6697,copart1,34240975,
6726,copart1,34242815,
6747,copart1,34244065,
6755,copart1,34244675,
6762,copart1,34567695,
6789,copart1,34573405,
6871,copart1,34581385,
6885,copart1,34583635,
6887,copart1,34587405,
6896,copart1,34593725,
6902,copart1,34597205,
6906,copart1,34609305,
6914,copart1,34621195,
6926,copart1,34629905,
7027,copart1,34631795,
7043,copart1,34631875,
7069,copart1,34631895,
7075,copart1,34632405,
7083,copart1,34637945,
7125,copart1,34868465,
7140,copart1,34874715,
7155,copart1,34882295,
7165,copart1,34903815,
7219,copart1,34904025,
7220,copart1,34909505,
7221,copart1,34915625,
7225,copart1,34917245,
7251,copart1,34917585,
7265,copart1,34918175,
7302,copart1,34923095,
7314,copart1,34925175,
7330,copart1,34929305,
7342,copart1,34930325,
7353,copart1,34932895,
7357,copart1,34934435,
7378,copart1,35092935,
7439,copart1,35104485,
7445,copart1,35107005,
7446,copart1,35112505,
7449,copart1,35123775,
6048,copart1,35125595,
6131,copart1,35127325,
6146,copart1,35131995,
6178,copart1,35133975,
6193,copart1,35135705,
6200,copart1,35140675,
6219,copart1,35141265,
6256,copart1,35143185,
6269,copart1,35151755,
6284,copart1,35153895,
6659,copart1,35164195,
6666,copart1,35165395,
6667,copart1,35165895,
6687,copart1,35166295,
6688,copart1,35170365,
6689,copart1,35266205,
6697,copart1,35267595,
6726,copart1,35269505,
6747,copart1,35269975,
6755,copart1,35270845,
6762,copart1,35285045,
6789,copart1,35295095,
6871,copart1,35313655,
6885,copart1,35495615,
6887,copart1,35497155,
6896,copart1,35516465,
6902,copart1,35521545,
6906,copart1,35526155,
6914,copart1,35881965,
6926,copart1,35888125,
7027,copart1,35898205,
7043,copart1,35907795,
7069,copart1,35912955,
7075,copart1,35913225,
7083,copart1,35919435,
7125,copart1,35925805,
7140,copart1,35931955,
7155,copart1,35956255,
7165,copart1,36120275,
7219,copart1,36122685,
7220,copart1,36138965,
7221,copart1,36141185,
7225,copart1,36179155,
7251,copart1,36182805,
7265,copart1,36391565,
7302,copart1,36392875,
7314,copart1,36420645,
7330,copart1,36421245,
7342,copart1,34291375,
7353,copart1,34299375,
7357,copart1,34302985,
7378,copart1,34309265,
7439,copart1,34309365,
7445,copart1,34320155,
7446,copart1,34406495,
7449,copart1,34424015,
6048,copart1,34426275,
6131,copart1,34451995,
6146,copart1,34457615,
6178,copart1,34458705,
6193,copart1,34465615,
6200,copart1,34468015,
6219,copart1,34536165,
6256,copart1,34563425,
6269,copart1,34715925,
6284,copart1,34718165,
6659,copart1,34785935,
6666,copart1,34793795,
6667,copart1,34803415,
6687,copart1,34804615,
6688,copart1,34810055,
6689,copart1,34812515,
6697,copart1,34827185,
6726,copart1,34828435,
6747,copart1,34852715,
6755,copart1,35033195,
6762,copart1,35036545,
6789,copart1,35037815,
6871,copart1,35049595,
6885,copart1,35052655,
6887,copart1,35055725,
6896,copart1,35062755,
6902,copart1,35068485,
6906,copart1,35411995,
6914,copart1,35422385,
6926,copart1,35424425,
7027,copart1,35452505,
7043,copart1,35465985,
7069,copart1,35481585,
7075,copart1,35487835,
7083,copart1,35643105,
7125,copart1,35659975,
7140,copart1,35660085,
7155,copart1,35684365,
7165,copart1,35686805,
7219,copart1,35704355,
7220,copart1,35708465,
7221,copart1,35721465,
7225,copart1,35744305,
7251,copart1,35753445,
7265,copart1,35754035,
7302,copart1,35754425,
7314,copart1,35788375,
7330,copart1,35790185,
7342,copart1,35799455,
7353,copart1,35962875,
7357,copart1,35966485,
7378,copart1,35970595,
7439,copart1,35971335,
7445,copart1,35972995,
7446,copart1,35974565,
7449,copart1,35979595,
6048,copart1,36010485,
6131,copart1,36025115,
6146,copart1,36216065,
6178,copart1,36224025,
6193,copart1,34337295,
6200,copart1,34342405,
6219,copart1,34356145,
6256,copart1,34358885,
6269,copart1,34363385,
6284,copart1,34366205,
6659,copart1,34391995,
6666,copart1,34400765,
6667,copart1,34402145,
6687,copart1,34645955,
6688,copart1,34654045,
6689,copart1,34661605,
6697,copart1,34662875,
6726,copart1,34664625,
6747,copart1,34680985,
6755,copart1,34704705,
6762,copart1,34966915,
6789,copart1,34979275,
6871,copart1,35016165,
6885,copart1,35183845,
6887,copart1,35195035,
6896,copart1,35198545,
6902,copart1,35214545,
6906,copart1,35214975,
6914,copart1,35255375,
6926,copart1,35347175,
7027,copart1,35349455,
7043,copart1,35367605,
7069,copart1,35382825,
7075,copart1,35383815,
7083,copart1,35384655,
7125,copart1,35399555,
7140,copart1,35408815,
7155,copart1,35411195,
7165,copart1,35572485,
7219,copart1,35573845,
7220,copart1,35587535,
7221,copart1,35604415,
7225,copart1,35606945,
7251,copart1,35637025,
7265,copart1,35828525,
7302,copart1,35873515,
7314,copart1,36049205,
7330,copart1,36063375,
7342,copart1,36065055,
7353,copart1,36069485,
7357,copart1,36082165,
7378,copart1,36284525,
7439,copart1,36453155,
7445,copart1,36507415,
7446,copart1,36608305,
7449,copart1,36636195,
6048,copart1,34188385,
6131,copart1,34208495,
6146,copart1,34212785,
6178,copart1,34221325,
6193,copart1,34234365,
6200,copart1,34242695,
6219,copart1,34572035,
6256,copart1,34580905,
6269,copart1,34582425,
6284,copart1,34585675,
6659,copart1,34592355,
6666,copart1,34594525,
6667,copart1,34598485,
6687,copart1,34605155,
6688,copart1,34605275,
6689,copart1,34863775,
6697,copart1,34865255,
6726,copart1,34870035,
6747,copart1,34870625,
6755,copart1,34871915,
6762,copart1,34886515,
6789,copart1,34931855,
6871,copart1,35092385,
6885,copart1,35105225,
6887,copart1,35139195,
6896,copart1,35141495,
6902,copart1,35143705,
6906,copart1,35143885,
6914,copart1,35144115,
6926,copart1,35152155,
7027,copart1,35162475,
7043,copart1,35175895,
7069,copart1,35259055,
7075,copart1,35266555,
7083,copart1,35268465,
7125,copart1,35286355,
7140,copart1,35302805,
7155,copart1,35302935,
7165,copart1,35302965,
7219,copart1,35303635,
7220,copart1,35319165,
7221,copart1,35319935,
7225,copart1,35320265,
7251,copart1,35321745,
7265,copart1,35326465,
7302,copart1,35498035,
7314,copart1,35513175,
7330,copart1,35515665,
7342,copart1,35526655,
7353,copart1,35529755,
7357,copart1,35534805,
7378,copart1,35557485,
7439,copart1,35558345,
7445,copart1,35568495,
7446,copart1,35880505,
7449,copart1,35884165,
6048,copart1,35902985,
6131,copart1,35903415,
6146,copart1,35913195,
6178,copart1,35916895,
6193,copart1,35928695,
6200,copart1,35934825,
6219,copart1,35942775,
6256,copart1,35954605,
6269,copart1,35955245,
6284,copart1,35955265,
6659,copart1,35958365,
6666,copart1,36127075,
6667,copart1,36128405,
6687,copart1,36133725,
6688,copart1,36138185,
6689,copart1,36153755,
6697,copart1,36185255,
6726,copart1,34262285,
6747,copart1,34313465,
6755,copart1,34317865,
6762,copart1,34319415,
6789,copart1,34323885,
6871,copart1,34328275,
6885,copart1,34416595,
6887,copart1,34417865,
6896,copart1,34440305,
6902,copart1,34505685,
6906,copart1,34507335,
6914,copart1,34540125,
6926,copart1,34540755,
7027,copart1,34543645,
7043,copart1,34549695,
7069,copart1,34553435,
7075,copart1,34714225,
7083,copart1,34794975,
7125,copart1,34801525,
7140,copart1,34802195,
7155,copart1,34823205,
7165,copart1,34826805,
7219,copart1,34851505,
7220,copart1,34856035,
7221,copart1,35024235,
7225,copart1,35049265,
7251,copart1,35061445,
7265,copart1,35074655,
7302,copart1,35421725,
7314,copart1,35423015,
7330,copart1,35423225,
7342,copart1,35429765,
7353,copart1,35433305,
7357,copart1,35437295,
7378,copart1,35477795,
7439,copart1,35484785,
7445,copart1,35490465,
7446,copart1,35668475,
7449,copart1,35672415,
6048,copart1,35704045,
6131,copart1,35717915,
6146,copart1,35730315,
6178,copart1,35743335,
6193,copart1,35760995,
6200,copart1,35773165,
6219,copart1,35774005,
6256,copart1,35799415,
6269,copart1,35801265,
6284,copart1,35970675,
6659,copart1,35970875,
6666,copart1,35972385,
6667,copart1,35973145,
6687,copart1,35973935,
6688,copart1,35974415,
6689,copart1,35978745,
6697,copart1,35979135,
6726,copart1,35983035,
6747,copart1,35984385,
6755,copart1,35989425,
6762,copart1,35994915,
6789,copart1,36195785,
6871,copart1,36217865,
6885,copart1,36225025,
6887,copart1,36259485,
6896,copart1,36541075,
6902,copart1,36544155,
6906,copart1,36550775,
6914,copart1,36551845,
6926,copart1,36552875,
7027,copart1,36553805,
7043,copart1,36557855,
7069,copart1,36560025,
7075,copart1,36702315,
7083,copart1,36702625,
7125,copart1,36702975,
7140,copart1,36703275,
7155,copart1,34338835,
7165,copart1,34340525,
7219,copart1,34371215,
7220,copart1,34400095,
7221,copart1,34400105,
7225,copart1,34402185,
7251,copart1,34655645,
7265,copart1,34658705,
7302,copart1,34673555,
7314,copart1,34676025,
7330,copart1,34695365,
7342,copart1,34698905,
7353,copart1,34941355,
7357,copart1,34946645,
7378,copart1,34951335,
7439,copart1,34964185,
7445,copart1,34966725,
7446,copart1,34967265,
7449,copart1,34986035,
6048,copart1,35018705,
6131,copart1,35181915,
6146,copart1,35186325,
6178,copart1,35187085,
6193,copart1,35189875,
6200,copart1,35205415,
6219,copart1,35214415,
6256,copart1,35218085,
6269,copart1,35220505,
6284,copart1,35235095,
6659,copart1,35237645,
6666,copart1,35241755,
6667,copart1,35241945,
6687,copart1,35245265,
6688,copart1,35248655,
6689,copart1,35249215,
6697,copart1,35345755,
6726,copart1,35355495,
6747,copart1,35367655,
6755,copart1,35384115,
6762,copart1,35388055,
6789,copart1,35391955,
6871,copart1,35572415,
6885,copart1,35579945,
6887,copart1,35582305,
6896,copart1,35587355,
6902,copart1,35592375,
6906,copart1,35598335,
6914,copart1,35600745,
6926,copart1,35609295,
7027,copart1,35610485,
7043,copart1,35623925,
7069,copart1,35629795,
7075,copart1,35635405,
7083,copart1,35836205,
7125,copart1,35845195,
7140,copart1,35851275,
7155,copart1,35865915,
7165,copart1,35869575,
7219,copart1,36076025,
7220,copart1,36086805,
7221,copart1,36087465,
7225,copart1,36088345,
7251,copart1,36104195,
7265,copart1,36316565,
7302,copart1,36317395,
7314,copart1,36326125,
7330,copart1,36456825,
7342,copart1,36600445,
7353,copart1,36601195,
7357,copart1,36601995,
7378,copart1,36602735,
7439,copart1,36605535,
7445,copart1,36614715,
7446,copart1,36652205,
7449,copart1,36653075,
6048,copart1,34190405,
6131,copart1,34192365,
6146,copart1,34200485,
6178,copart1,34223475,
6193,copart1,34236635,
6200,copart1,34244185,
6219,copart1,34245775,
6256,copart1,34246345,
6269,copart1,34568735,
6284,copart1,34587435,
6659,copart1,34603095,
6666,copart1,34639725,
6667,copart1,34861355,
6687,copart1,34871725,
6688,copart1,34887165,
6689,copart1,34906785,
6697,copart1,34927105,
6726,copart1,34932135,
6747,copart1,34936455,
6755,copart1,34938765,
6762,copart1,35112125,
6789,copart1,35141665,
6871,copart1,35152515,
6885,copart1,35152945,
6887,copart1,35161245,
6896,copart1,35162275,
6902,copart1,35164665,
6906,copart1,35166075,
6914,copart1,35166175,
6926,copart1,35173895,
7027,copart1,35264105,
7043,copart1,35264665,
7069,copart1,35274125,
7075,copart1,35274845,
7083,copart1,35282545,
7125,copart1,35282775,
7140,copart1,35301225,
7155,copart1,35313305,
7165,copart1,35318865,
7219,copart1,35321135,
7220,copart1,35323065,
7221,copart1,35498995,
7225,copart1,35503365,
7251,copart1,35504165,
7265,copart1,35505745,
7302,copart1,35509925,
7314,copart1,35510325,
7330,copart1,35516585,
7342,copart1,35532255,
7353,copart1,35532945,
7357,copart1,35533115,
7378,copart1,35536765,
7439,copart1,35560705,
7445,copart1,35562315,
7446,copart1,35907905,
7449,copart1,35917355,
6048,copart1,35918015,
6131,copart1,35927235,
6146,copart1,35927445,
6178,copart1,35948695,
6193,copart1,36135275,
6200,copart1,36136395,
6219,copart1,36137285,
6256,copart1,36140685,
6269,copart1,36142095,
6284,copart1,36143135,
6659,copart1,36161655,
6666,copart1,36164205,
6667,copart1,36176435,
6687,copart1,36182125,
6688,copart1,36189935,
6689,copart1,36390005,
6697,copart1,36391235,
6726,copart1,34247195,
6747,copart1,34256315,
6755,copart1,34265465,
6762,copart1,34287195,
6789,copart1,34290815,
6871,copart1,34303935,
6885,copart1,34309395,
6887,copart1,34310115,
6896,copart1,34315455,
6902,copart1,34316165,
6906,copart1,34326145,
6914,copart1,34328265,
6926,copart1,34409295,
7027,copart1,34411535,
7043,copart1,34419235,
7069,copart1,34424735,
7075,copart1,34429665,
7083,copart1,34430975,
7125,copart1,34431245,
7140,copart1,34442875,
7155,copart1,34444435,
7165,copart1,34444975,
7219,copart1,34448315,
7220,copart1,34453845,
7221,copart1,34454005,
7225,copart1,34465995,
7251,copart1,34467985,
7265,copart1,34468835,
7302,copart1,34481705,
7314,copart1,34484985,
7330,copart1,34494815,
7342,copart1,34499005,
7353,copart1,34506755,
7357,copart1,34523385,
7378,copart1,34525035,
7439,copart1,34532725,
7445,copart1,34536175,
7446,copart1,34537515,
7449,copart1,34555195,
6048,copart1,34556535,
6131,copart1,34556725,
6146,copart1,34558835,
6178,copart1,34558935,
6193,copart1,34718285,
6200,copart1,34795295,
6219,copart1,34797105,
6256,copart1,34798925,
6269,copart1,34800535,
6284,copart1,34800855,
6659,copart1,34813805,
6666,copart1,34814985,
6667,copart1,34823145,
6687,copart1,34833165,
6688,copart1,34847425,
6689,copart1,34850485,
6697,copart1,34853215,
6726,copart1,35021715,
6747,copart1,35024085,
6755,copart1,35031295,
6762,copart1,35032665,
6789,copart1,35047415,
6871,copart1,35049455,
6885,copart1,35050185,
6887,copart1,35070895,
6896,copart1,35085825,
6902,copart1,35437905,
6906,copart1,35455855,
6914,copart1,35472515,
6926,copart1,35472805,
7027,copart1,35473055,
7043,copart1,35478555,
7069,copart1,35646595,
7075,copart1,35682685,
7083,copart1,35707895,
7125,copart1,35712285,
7140,copart1,35721585,
7155,copart1,35722125,
7165,copart1,35724995,
7219,copart1,35730205,
7220,copart1,35750505,
7221,copart1,35762375,
7225,copart1,35804575,
7251,copart1,35979445,
7265,copart1,35981145,
7302,copart1,35985215,
7314,copart1,35997465,
7330,copart1,36020145,
7342,copart1,36022845,
7353,copart1,36276615,
7357,copart1,34337375,
7378,copart1,34341985,
7439,copart1,34349545,
7445,copart1,34355565,
7446,copart1,34358535,
7449,copart1,34362365,
6048,copart1,34646475,
6131,copart1,34654085,
6146,copart1,34661235,
6178,copart1,34662055,
6193,copart1,34663075,
6200,copart1,34665805,
6219,copart1,34667105,
6256,copart1,34668645,
6269,copart1,34684475,
6284,copart1,34711105,
6659,copart1,34711345,
6666,copart1,34946055,
6667,copart1,34949095,
6687,copart1,34949505,
6688,copart1,34950765,
6689,copart1,34951755,
6697,copart1,34953965,
6726,copart1,34957785,
6747,copart1,34971745,
6755,copart1,34976925,
6762,copart1,35014695,
6789,copart1,35018695,
6871,copart1,35181845,
6885,copart1,35189145,
6887,copart1,35201555,
6896,copart1,35207725,
6902,copart1,35234985,
6906,copart1,35240005,
6914,copart1,35240265,
6926,copart1,35255275,
7027,copart1,35258055,
7043,copart1,35329325,
7069,copart1,35332765,
7075,copart1,35353185,
7083,copart1,35358915,
7125,copart1,35366895,
7140,copart1,35374695,
7155,copart1,35375595,
7165,copart1,35378635,
7219,copart1,35397015,
7220,copart1,35399355,
7221,copart1,35400565,
7225,copart1,35410625,
7251,copart1,35585265,
7265,copart1,35585835,
7302,copart1,35595345,
7314,copart1,35606795,
7330,copart1,35618515,
7342,copart1,35622375,
7353,copart1,35631505,
7357,copart1,35632895,
7378,copart1,35826505,
7439,copart1,35834715,
7445,copart1,35837355,
7446,copart1,35851075,
7449,copart1,35861395,
6048,copart1,35870885,
6131,copart1,36096005,
6146,copart1,36278905,
6178,copart1,36284205,
6193,copart1,36291015,
6200,copart1,36476485,
6219,copart1,34177935,
6256,copart1,34189755,
6269,copart1,34194745,
6284,copart1,34202215,
6659,copart1,34204905,
6666,copart1,34209525,
6667,copart1,34210075,
6687,copart1,34211395,
6688,copart1,34212295,
6689,copart1,34212365,
6697,copart1,34214995,
6726,copart1,34215255,
6747,copart1,34222485,
6755,copart1,34237185,
6762,copart1,34241735,
6789,copart1,34564935,
6871,copart1,34566845,
6885,copart1,34571655,
6887,copart1,34586845,
6896,copart1,34588125,
6902,copart1,34589655,
6906,copart1,34590375,
6914,copart1,34591355,
6926,copart1,34595675,
7027,copart1,34601365,
7043,copart1,34601455,
7069,copart1,34630095,
7075,copart1,34639885,
7083,copart1,34867505,
7125,copart1,34867545,
7140,copart1,34877215,
7155,copart1,34886435,
7165,copart1,34904165,
7219,copart1,34908135,
7220,copart1,34913755,
7221,copart1,34917065,
7225,copart1,34918945,
7251,copart1,34921605,
7265,copart1,34926465,
7302,copart1,34926965,
7314,copart1,34930865,
7330,copart1,34936045,
7342,copart1,34938085,
7353,copart1,35138685,
7357,copart1,35140575,
7378,copart1,35146355,
7439,copart1,35152225,
7445,copart1,35165145,
7446,copart1,35173605,
7449,copart1,35262855,
6048,copart1,35264545,
6131,copart1,35276825,
6146,copart1,35291575,
6178,copart1,35312115,
6193,copart1,35314645,
6200,copart1,35315335,
6219,copart1,35315435,
6256,copart1,35323725,
6269,copart1,35497185,
6284,copart1,35500775,
6659,copart1,35503645,
6666,copart1,35506535,
6667,copart1,35515135,
6687,copart1,35517795,
6688,copart1,35520375,
6689,copart1,35523525,
6697,copart1,35538855,
6726,copart1,35549905,
6747,copart1,35559525,
6755,copart1,35907455,
6762,copart1,35917915,
6789,copart1,35929455,
6871,copart1,35954915,
6885,copart1,34249675,
6887,copart1,34256075,
6896,copart1,34268515,
6902,copart1,34269945,
6906,copart1,34272095,
6914,copart1,34284825,
6926,copart1,34296475,
7027,copart1,34306775,
7043,copart1,34316635,
7069,copart1,34323755,
7075,copart1,34410805,
7083,copart1,34410975,
7125,copart1,34416325,
7140,copart1,34421915,
7155,copart1,34436605,
7165,copart1,34437635,
7219,copart1,34455285,
7220,copart1,34456545,
7221,copart1,34457165,
7225,copart1,34457305,
7251,copart1,34462855,
7265,copart1,34465455,
7302,copart1,34470125,
7314,copart1,34474785,
7330,copart1,34476695,
7342,copart1,34479465,
7353,copart1,34487335,
7357,copart1,34494935,
7378,copart1,34497385,
7439,copart1,34498535,
7445,copart1,34499365,
7446,copart1,34502435,
7449,copart1,34532565,
6048,copart1,34537285,
6131,copart1,34543395,
6146,copart1,34543905,
6178,copart1,34547205,
6193,copart1,34547755,
6200,copart1,34549205,
6219,copart1,34557015,
6256,copart1,34557275,
6269,copart1,34558455,
6284,copart1,34561585,
6659,copart1,34714935,
6666,copart1,34715195,
6667,copart1,34718595,
6687,copart1,34787245,
6688,copart1,34787855,
6689,copart1,34795855,
6697,copart1,34798555,
6726,copart1,34798655,
6747,copart1,34818485,
6755,copart1,34819115,
6762,copart1,34821725,
6789,copart1,34832205,
6871,copart1,34840985,
6885,copart1,34846755,
6887,copart1,34848515,
6896,copart1,34850045,
6902,copart1,34855055,
6906,copart1,34855835,
6914,copart1,35023725,
6926,copart1,35030305,
7027,copart1,35032945,
7043,copart1,35033425,
7069,copart1,35034815,
7075,copart1,35036035,
7083,copart1,35038775,
7125,copart1,35040445,
7140,copart1,35045075,
7155,copart1,35052345,
7165,copart1,35053235,
