LynkUserID,Password,LocState1,Location,LocState2,SellerID
DEM0000181,XXVRNZ9Z5Q,CALIFORNIA,CA - HAYWARD,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000182,W9MMNAH3XH,CALIFORNIA,CA - LOS ANGELES,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000183,GAH6V745ET,CALIFORNIA,CA - SACRAMENTO,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000184,RJ9WRSKJJP,CALIFORNIA,CA - SAN JOSE,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000185,WX4437UDAR,ILLINOIS,IL - CHICAGO NORTH,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000186,BBCQ2BVXGU,ILLINOIS,IL - CHICAGO SOUTH,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000187,9YWMH86EAP,ILLINOIS,IL - PEORIA,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000188,EYBPG5PHV5,ILLINOIS,IL - WHEELING,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000189,EDSGQAHKVV,ARIZONA,AZ - PHOENIX,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000190,47EZ9VW7EZ,ARIZONA,AZ - TUCSON,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000191,79YGMKNKKS,FLORIDA,FL - OCALA,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000192,RZ3KKD6NB6,FLORIDA,FL - ORLANDO,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000193,2DWGWUWVRP,FLORIDA,FL - MIAMI SOUTH,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000194,6R5B7A36P7,FLORIDA,FL - MIAMI NORTH,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEMOG,DEMOG1,NEW YORK,NY - ALBANY,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000179 ,6N4T6GBG5Z,NEW YORK,NY - LONG ISLAND,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000180,SYB98GBR8Z,NEW YORK,NY - ROCHESTER,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000181,XXVRNZ9Z5Q,TEXAS,TX - AUSTIN,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000182,W9MMNAH3XH,TEXAS,TX - DALLAS,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000183,GAH6V745ET,TEXAS,TX - HOUSTON,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000184,RJ9WRSKJJP,TEXAS,TX - SAN ANTONIO,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000185,WX4437UDAR,CALIFORNIA,CA - BAKERSFIELD,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000186,BBCQ2BVXGU,CALIFORNIA,CA - FRESNO,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000187,9YWMH86EAP,CALIFORNIA,CA - HAYWARD,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000188,EYBPG5PHV5,CALIFORNIA,CA - LOS ANGELES,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000189,EDSGQAHKVV,CALIFORNIA,CA - SACRAMENTO,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000190,47EZ9VW7EZ,CALIFORNIA,CA - SAN JOSE,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000191,79YGMKNKKS,ILLINOIS,IL - CHICAGO NORTH,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000192,RZ3KKD6NB6,ILLINOIS,IL - CHICAGO SOUTH,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000193,2DWGWUWVRP,ILLINOIS,IL - PEORIA,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000194,6R5B7A36P7,ILLINOIS,IL - WHEELING,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEMOG,DEMOG1,CALIFORNIA,CA - BAKERSFIELD,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000179 ,6N4T6GBG5Z,CALIFORNIA,CA - FRESNO,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000180,SYB98GBR8Z,CALIFORNIA,CA - HAYWARD,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000181,XXVRNZ9Z5Q,CALIFORNIA,CA - LOS ANGELES,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000182,W9MMNAH3XH,CALIFORNIA,CA - SACRAMENTO,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000183,GAH6V745ET,CALIFORNIA,CA - SAN JOSE,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000184,RJ9WRSKJJP,ILLINOIS,IL - CHICAGO NORTH,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000185,WX4437UDAR,ILLINOIS,IL - CHICAGO SOUTH,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000186,BBCQ2BVXGU,ILLINOIS,IL - PEORIA,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000187,9YWMH86EAP,ILLINOIS,IL - WHEELING,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000188,EYBPG5PHV5,ARIZONA,AZ - PHOENIX,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000189,EDSGQAHKVV,ARIZONA,AZ - TUCSON,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000190,47EZ9VW7EZ,FLORIDA,FL - OCALA,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000191,79YGMKNKKS,FLORIDA,FL - ORLANDO,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000192,RZ3KKD6NB6,FLORIDA,FL - MIAMI SOUTH,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000193,2DWGWUWVRP,FLORIDA,FL - MIAMI NORTH,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000194,6R5B7A36P7,NEW YORK,NY - ALBANY,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEMOG,DEMOG1,NEW YORK,NY - LONG ISLAND,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000179 ,6N4T6GBG5Z,NEW YORK,NY - ROCHESTER,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000180,SYB98GBR8Z,TEXAS,TX - AUSTIN,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000181,XXVRNZ9Z5Q,TEXAS,TX - DALLAS,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000182,W9MMNAH3XH,TEXAS,TX - HOUSTON,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000183,GAH6V745ET,TEXAS,TX - SAN ANTONIO,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000184,RJ9WRSKJJP,CALIFORNIA,CA - BAKERSFIELD,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000185,WX4437UDAR,CALIFORNIA,CA - FRESNO,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000186,BBCQ2BVXGU,CALIFORNIA,CA - HAYWARD,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000187,9YWMH86EAP,CALIFORNIA,CA - LOS ANGELES,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000188,EYBPG5PHV5,CALIFORNIA,CA - SACRAMENTO,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000189,EDSGQAHKVV,CALIFORNIA,CA - SAN JOSE,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000190,47EZ9VW7EZ,ILLINOIS,IL - CHICAGO NORTH,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000191,79YGMKNKKS,ILLINOIS,IL - CHICAGO SOUTH,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000192,RZ3KKD6NB6,ILLINOIS,IL - PEORIA,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000193,2DWGWUWVRP,ILLINOIS,IL - WHEELING,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000194,6R5B7A36P7,ARIZONA,AZ - PHOENIX,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEMOG,DEMOG1,ARIZONA,AZ - TUCSON,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000179 ,6N4T6GBG5Z,FLORIDA,FL - OCALA,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000180,SYB98GBR8Z,FLORIDA,FL - ORLANDO,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000181,XXVRNZ9Z5Q,FLORIDA,FL - MIAMI SOUTH,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000182,W9MMNAH3XH,FLORIDA,FL - MIAMI NORTH,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000183,GAH6V745ET,NEW YORK,NY - ALBANY,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000184,RJ9WRSKJJP,NEW YORK,NY - LONG ISLAND,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000185,WX4437UDAR,NEW YORK,NY - ROCHESTER,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000186,BBCQ2BVXGU,TEXAS,TX - AUSTIN,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000187,9YWMH86EAP,TEXAS,TX - DALLAS,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000188,EYBPG5PHV5,TEXAS,TX - HOUSTON,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000189,EDSGQAHKVV,TEXAS,TX - SAN ANTONIO,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000190,47EZ9VW7EZ,CALIFORNIA,CA - BAKERSFIELD,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000191,79YGMKNKKS,CALIFORNIA,CA - FRESNO,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000192,RZ3KKD6NB6,CALIFORNIA,CA - HAYWARD,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000193,2DWGWUWVRP,CALIFORNIA,CA - LOS ANGELES,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000194,6R5B7A36P7,CALIFORNIA,CA - SACRAMENTO,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEMOG,DEMOG1,CALIFORNIA,CA - SAN JOSE,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000179 ,6N4T6GBG5Z,ILLINOIS,IL - CHICAGO NORTH,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000180,SYB98GBR8Z,ILLINOIS,IL - CHICAGO SOUTH,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000181,XXVRNZ9Z5Q,ILLINOIS,IL - PEORIA,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000182,W9MMNAH3XH,ILLINOIS,IL - WHEELING,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000183,GAH6V745ET,ARIZONA,AZ - PHOENIX,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000184,RJ9WRSKJJP,ARIZONA,AZ - TUCSON,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000185,WX4437UDAR,FLORIDA,FL - OCALA,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000186,BBCQ2BVXGU,FLORIDA,FL - ORLANDO,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000187,9YWMH86EAP,FLORIDA,FL - MIAMI SOUTH,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000188,EYBPG5PHV5,FLORIDA,FL - MIAMI NORTH,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000189,EDSGQAHKVV,NEW YORK,NY - ALBANY,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000190,47EZ9VW7EZ,NEW YORK,NY - LONG ISLAND,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000191,79YGMKNKKS,NEW YORK,NY - ROCHESTER,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000192,RZ3KKD6NB6,TEXAS,TX - AUSTIN,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000193,2DWGWUWVRP,TEXAS,TX - DALLAS,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000194,6R5B7A36P7,TEXAS,TX - HOUSTON,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEMOG,DEMOG1,TEXAS,TX - SAN ANTONIO,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000179 ,6N4T6GBG5Z,CALIFORNIA,CA - BAKERSFIELD,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000180,SYB98GBR8Z,CALIFORNIA,CA - FRESNO,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000181,XXVRNZ9Z5Q,CALIFORNIA,CA - HAYWARD,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000182,W9MMNAH3XH,CALIFORNIA,CA - LOS ANGELES,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000183,GAH6V745ET,CALIFORNIA,CA - SACRAMENTO,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000184,RJ9WRSKJJP,CALIFORNIA,CA - SAN JOSE,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000185,WX4437UDAR,ILLINOIS,IL - CHICAGO NORTH,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000186,BBCQ2BVXGU,ILLINOIS,IL - CHICAGO SOUTH,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000187,9YWMH86EAP,ILLINOIS,IL - PEORIA,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000188,EYBPG5PHV5,ILLINOIS,IL - WHEELING,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000189,EDSGQAHKVV,ARIZONA,AZ - PHOENIX,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000190,47EZ9VW7EZ,ARIZONA,AZ - TUCSON,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000191,79YGMKNKKS,FLORIDA,FL - OCALA,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000192,RZ3KKD6NB6,FLORIDA,FL - ORLANDO,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000193,2DWGWUWVRP,FLORIDA,FL - MIAMI SOUTH,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000194,6R5B7A36P7,FLORIDA,FL - MIAMI NORTH,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEMOG,DEMOG1,NEW YORK,NY - ALBANY,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
DEM0000179 ,6N4T6GBG5Z,NEW YORK,NY - LONG ISLAND,CALIFORNIA,"[JST1] JUST TRANSPORTATION (SANTA ROSA ,CA)"
DEM0000180,SYB98GBR8Z,NEW YORK,NY - ROCHESTER,TENNESSEE,"[MAC4] MAZDA AMERICAN CREDIT (FRANKLIN ,TN)"
DEM0000181,XXVRNZ9Z5Q,TEXAS,TX - AUSTIN,OKLAHOMA,"[NNF1] N & N AUTO FINANCE (EDMOND ,OK)"
DEM0000182,W9MMNAH3XH,TEXAS,TX - DALLAS,IOWA,"[NWCP] NATIONWIDE CENTRAL PLAINS (DES MOINES ,IA)"
DEM0000183,GAH6V745ET,TEXAS,TX - HOUSTON,WISCONSIN,"[QBEC] QBE - CORE - CLAIMS (SUN PRAIRIE ,WI)"
DEM0000184,RJ9WRSKJJP,TEXAS,TX - SAN ANTONIO,WASHINGTON,"[STF5] STATE FARM -FIRE & CASUALTY CO (DUPONT ,WA)"
DEM0000185,WX4437UDAR,CALIFORNIA,CA - BAKERSFIELD,CONNECTICUT,"[T668] TRAVELERS CASUALTY AND SURETY (HARTFORD ,CT)"
DEM0000186,BBCQ2BVXGU,CALIFORNIA,CA - FRESNO,CALIFORNIA,"[VPP4] COPART DIRECT- BROOKLYN (FAIRFIELD ,CA)"
DEM0000187,9YWMH86EAP,CALIFORNIA,CA - HAYWARD,ILLINOIS,"[YAL3] ROYAL AUTO CHICAGO (CHICAGO ,IL)"
DEM0000188,EYBPG5PHV5,CALIFORNIA,CA - LOS ANGELES,COLORADO,"[ZBT1] CUBAS TOWING (DENVER ,CO)"
DEM0000189,EDSGQAHKVV,CALIFORNIA,CA - SACRAMENTO,CALIFORNIA,"[AAAK] AAA - ALASKA (WALNUT CREEK ,CA)"
DEM0000190,47EZ9VW7EZ,CALIFORNIA,CA - SAN JOSE,CALIFORNIA,"[AAA1] CALIFORNIA STATE AUTO ASN (WALNUT CREEK ,CA)"
DEM0000191,79YGMKNKKS,ILLINOIS,IL - CHICAGO NORTH,MICHIGAN,"[AAA2] AUTO CLUB GROUP (SOUTHFIELD ,MI)"
DEM0000192,RZ3KKD6NB6,ILLINOIS,IL - CHICAGO SOUTH,TEXAS,"[ARON] COPART AUTO AUCTIONS (DALLAS ,TX)"
DEM0000193,2DWGWUWVRP,ILLINOIS,IL - PEORIA,INDIANA,"[C046] COPART AUTO AUCTIONS (HAMMOND ,IN)"
DEM0000194,6R5B7A36P7,ILLINOIS,IL - WHEELING,WASHINGTON,"[DAA1] DEALERS AUTO AUCTION (SPOKANE ,WA)"
